loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,emi,start_date,end_date,loan_status
LOAN006292,CUST005008,Education Loan,4747214,11.98,240,52204.74,2020-10-10,2037-01-08,Defaulted
LOAN006293,CUST007183,Education Loan,4417741,11.32,120,61657.35,2020-01-31,2030-11-24,Closed
LOAN006294,CUST013433,Education Loan,587792,13.4,120,8915.59,2016-11-20,2024-03-10,Active
LOAN006295,CUST000290,Personal Loan,369291,10.99,84,6321.22,2020-11-25,2030-07-22,Closed
LOAN006296,CUST017464,Personal Loan,142294,8.02,12,12379.25,2021-11-21,2034-02-17,Closed
LOAN006297,CUST002376,Gold Loan,2227062,13.79,180,29345.15,2024-07-30,2031-05-27,Defaulted
LOAN006298,CUST019600,Home Loan,2139312,8.38,180,20916.44,2021-02-05,2026-02-20,Active
LOAN006299,CUST002056,Home Loan,640262,13.57,12,57357.82,2017-05-27,2025-01-26,Defaulted
LOAN006300,CUST018405,Home Loan,3302784,11.29,180,38142.97,2020-04-06,2024-07-24,Active
LOAN006301,CUST012880,Home Loan,1897450,12.18,120,27420.7,2017-05-07,2042-08-01,Active
LOAN006302,CUST005083,Car Loan,3767903,11.77,60,83377.65,2021-10-10,2040-06-30,Closed
LOAN006303,CUST010050,Gold Loan,1304617,8.24,36,41026.55,2020-04-26,2030-05-19,Closed
LOAN006304,CUST011149,Gold Loan,2417032,13.68,12,216654.58,2017-11-03,2021-10-21,Closed
LOAN006305,CUST005726,Car Loan,1420413,13.59,180,18526.58,2016-12-25,2038-09-19,Active
LOAN006306,CUST017976,Gold Loan,4921917,10.89,84,83990.81,2016-08-14,2024-09-16,Active
LOAN006307,CUST006868,Education Loan,2697556,13.46,180,34951.14,2021-10-09,2030-08-29,Active
LOAN006308,CUST008296,Education Loan,3580178,10.89,84,61094.5,2021-01-22,2037-03-21,Defaulted
LOAN006309,CUST012028,Education Loan,3095603,14.29,84,58508.68,2019-01-26,2034-07-31,Defaulted
LOAN006310,CUST009986,Car Loan,2467390,14.41,60,57937.66,2025-02-05,2046-05-24,Active
LOAN006311,CUST016214,Personal Loan,4837083,11.76,24,227156.54,2024-10-15,2037-02-10,Defaulted
LOAN006312,CUST005387,Education Loan,2324429,9.68,24,106917.62,2022-11-23,2039-04-24,Closed
LOAN006313,CUST015899,Home Loan,4443246,9.99,180,47720.17,2023-09-18,2039-07-24,Active
LOAN006314,CUST005576,Car Loan,164806,9.33,12,14437.76,2025-05-13,2041-04-15,Active
LOAN006315,CUST004561,Gold Loan,3005074,8.25,12,261754.16,2021-03-28,2046-07-30,Closed
LOAN006316,CUST017504,Car Loan,3749946,9.85,84,61963.29,2024-09-16,2042-04-04,Active
LOAN006317,CUST018294,Personal Loan,3453443,12.95,240,40336.75,2017-04-14,2022-10-23,Defaulted
LOAN006318,CUST007318,Gold Loan,2557499,14.26,60,59853.82,2025-05-18,2032-03-17,Defaulted
LOAN006319,CUST018161,Gold Loan,3417752,8.73,180,34118.32,2022-04-08,2037-04-12,Active
LOAN006320,CUST006535,Education Loan,2026571,14.31,24,97598.57,2019-01-05,2030-02-22,Active
LOAN006321,CUST011510,Car Loan,3880729,11.13,84,66713.09,2024-03-20,2032-03-22,Defaulted
LOAN006322,CUST007151,Car Loan,3823876,9.09,36,121758.47,2021-08-17,2044-05-12,Active
LOAN006323,CUST012517,Home Loan,150248,11.72,24,7053.06,2021-10-25,2032-09-08,Defaulted
LOAN006324,CUST006356,Gold Loan,602341,11.88,180,7182.67,2017-08-28,2040-09-13,Active
LOAN006325,CUST005279,Education Loan,2301534,9.02,24,105166.11,2024-01-11,2032-11-01,Defaulted
LOAN006326,CUST011042,Home Loan,2787663,12.88,12,248829.55,2019-01-22,2038-12-22,Active
LOAN006327,CUST018155,Education Loan,631601,10.58,24,29314.55,2017-03-11,2018-01-14,Defaulted
LOAN006328,CUST009444,Personal Loan,3597783,9.3,180,37135.97,2018-06-18,2043-07-24,Active
LOAN006329,CUST005134,Car Loan,4439497,9.82,240,42314.01,2016-11-30,2042-06-12,Defaulted
LOAN006330,CUST017149,Education Loan,4614334,14.25,84,87111.18,2020-05-25,2021-03-25,Closed
LOAN006331,CUST003109,Gold Loan,1964543,12.84,240,22792.55,2017-08-01,2038-06-03,Closed
LOAN006332,CUST006389,Gold Loan,4887934,11.43,180,56883.01,2020-11-07,2045-08-20,Closed
LOAN006333,CUST000864,Education Loan,120142,11.54,36,3964.09,2020-05-22,2035-06-13,Defaulted
LOAN006334,CUST003255,Education Loan,4718418,8.07,12,410600.5,2020-05-04,2030-06-01,Defaulted
LOAN006335,CUST010258,Personal Loan,2394720,10.9,120,32851.86,2018-06-15,2023-10-19,Active
LOAN006336,CUST019757,Education Loan,2172123,10.52,180,24037.56,2017-04-19,2034-12-08,Defaulted
LOAN006337,CUST009479,Car Loan,4000458,10.69,240,40451.63,2023-01-20,2042-10-19,Defaulted
LOAN006338,CUST001509,Car Loan,354593,8.13,120,4326.59,2025-03-17,2036-01-04,Defaulted
LOAN006339,CUST002873,Car Loan,682020,13.27,60,15612.48,2023-11-14,2030-11-05,Defaulted
LOAN006340,CUST015240,Personal Loan,1764149,12.57,120,25895.11,2018-07-23,2042-08-11,Defaulted
LOAN006341,CUST012705,Home Loan,841501,14.47,36,28952.98,2019-09-02,2040-11-26,Active
LOAN006342,CUST016113,Education Loan,345751,11.99,12,30717.94,2025-01-16,2030-03-19,Active
LOAN006343,CUST008380,Home Loan,2279292,10.26,120,30450.13,2017-07-20,2040-01-17,Active
LOAN006344,CUST006012,Gold Loan,2822469,11.74,12,250429.78,2016-09-12,2029-06-30,Defaulted
LOAN006345,CUST006557,Gold Loan,556678,11.7,36,18410.01,2018-02-07,2020-01-31,Defaulted
LOAN006346,CUST004125,Personal Loan,3534314,10.55,24,163989.31,2019-11-26,2036-07-15,Active
LOAN006347,CUST003439,Home Loan,3221280,9.65,24,148125.89,2020-12-23,2043-02-06,Defaulted
LOAN006348,CUST012848,Education Loan,2921810,11.16,24,136396.39,2020-11-18,2028-05-08,Active
LOAN006349,CUST010804,Education Loan,3577783,11.45,180,41681.64,2020-05-02,2027-10-27,Defaulted
LOAN006350,CUST015308,Education Loan,273758,12.91,36,9212.13,2018-11-20,2028-06-30,Closed
LOAN006351,CUST004217,Gold Loan,1011960,11.79,60,22403.25,2023-08-31,2030-09-17,Closed
LOAN006352,CUST006546,Education Loan,4341118,13.04,84,79067.89,2017-12-03,2030-06-30,Active
LOAN006353,CUST017905,Education Loan,3329268,12.97,24,158232.56,2025-04-05,2045-10-25,Closed
LOAN006354,CUST005376,Car Loan,1006970,8.87,24,45943.13,2021-08-15,2029-08-15,Closed
LOAN006355,CUST016467,Personal Loan,4242597,9.07,84,68410.29,2020-02-09,2040-06-14,Active
LOAN006356,CUST005614,Home Loan,3642314,14.33,240,46168.5,2024-07-24,2035-10-15,Defaulted
LOAN006357,CUST002735,Home Loan,3877166,13.82,84,72273.16,2023-08-10,2032-09-01,Closed
LOAN006358,CUST015295,Education Loan,1528922,9.71,36,49126.11,2025-01-16,2043-10-01,Defaulted
LOAN006359,CUST000675,Gold Loan,4733234,11.98,240,52051.0,2018-11-22,2046-05-25,Closed
LOAN006360,CUST001712,Car Loan,436886,8.03,120,5307.56,2021-08-18,2022-09-20,Defaulted
LOAN006361,CUST016206,Personal Loan,4481009,11.7,120,63514.74,2016-12-29,2027-06-16,Closed
LOAN006362,CUST019751,Gold Loan,1007493,13.53,180,13100.57,2023-06-23,2030-07-04,Active
LOAN006363,CUST007626,Home Loan,3173542,9.95,84,52602.6,2017-02-22,2020-06-30,Closed
LOAN006364,CUST004790,Personal Loan,1320585,9.49,12,115787.4,2021-09-09,2035-02-12,Closed
LOAN006365,CUST008777,Car Loan,1772734,12.32,60,39720.75,2020-08-18,2032-09-25,Defaulted
LOAN006366,CUST013647,Personal Loan,458949,8.34,180,4476.51,2018-01-10,2039-01-06,Active
LOAN006367,CUST002900,Education Loan,901410,14.3,36,30939.56,2019-04-05,2043-03-12,Closed
LOAN006368,CUST004036,Car Loan,2155039,12.89,240,25079.23,2019-03-27,2040-07-07,Active
LOAN006369,CUST012048,Gold Loan,3386707,9.6,120,44008.8,2018-02-10,2030-09-07,Active
LOAN006370,CUST004991,Home Loan,1432597,7.61,60,28781.25,2022-12-18,2031-03-26,Defaulted
LOAN006371,CUST010565,Personal Loan,3538569,9.51,240,33007.22,2020-08-21,2034-08-25,Defaulted
LOAN006372,CUST015545,Education Loan,449322,11.03,120,6197.04,2020-02-03,2024-08-14,Defaulted
LOAN006373,CUST004258,Car Loan,826216,9.79,36,26578.28,2024-07-09,2040-01-11,Closed
LOAN006374,CUST006905,Personal Loan,119607,12.78,180,1496.05,2023-12-21,2035-11-16,Defaulted
LOAN006375,CUST005474,Home Loan,3759595,12.47,36,125717.99,2020-07-16,2035-12-18,Defaulted
LOAN006376,CUST017705,Home Loan,819409,10.32,120,10974.27,2019-12-26,2026-02-03,Closed
LOAN006377,CUST014985,Personal Loan,2551236,13.63,12,228624.21,2022-04-15,2032-06-23,Closed
LOAN006378,CUST012838,Gold Loan,4537942,11.21,12,401515.49,2018-08-28,2043-10-03,Defaulted
LOAN006379,CUST001255,Education Loan,1196126,10.46,84,20142.56,2018-11-10,2044-11-06,Defaulted
LOAN006380,CUST014341,Education Loan,4839065,10.07,240,46922.67,2021-03-18,2032-09-13,Active
LOAN006381,CUST010856,Gold Loan,2353097,8.31,180,22910.55,2017-12-10,2035-04-08,Active
LOAN006382,CUST011572,Gold Loan,1617676,10.11,120,21476.37,2021-03-31,2034-01-10,Defaulted
LOAN006383,CUST019102,Education Loan,1738770,11.65,180,20478.25,2022-07-17,2042-12-17,Active
LOAN006384,CUST002123,Car Loan,2477852,12.46,180,30475.6,2019-02-13,2021-06-24,Closed
LOAN006385,CUST002674,Education Loan,4443846,14.08,60,103584.92,2020-05-03,2045-10-23,Closed
LOAN006386,CUST013015,Car Loan,2800662,8.41,120,34589.54,2021-05-09,2023-08-18,Closed
LOAN006387,CUST018043,Home Loan,3807365,13.44,180,49279.9,2020-05-26,2046-04-01,Active
LOAN006388,CUST006119,Gold Loan,3304964,7.82,120,39784.68,2018-12-28,2045-03-08,Closed
LOAN006389,CUST003954,Home Loan,397976,8.67,240,3496.67,2020-10-26,2042-12-21,Defaulted
LOAN006390,CUST001517,Car Loan,645059,11.81,120,9184.01,2020-01-05,2024-09-24,Defaulted
LOAN006391,CUST016426,Gold Loan,1323882,9.9,36,42655.82,2019-02-01,2020-01-16,Active
LOAN006392,CUST003612,Education Loan,4239814,8.86,180,42650.63,2023-03-14,2025-06-09,Defaulted
LOAN006393,CUST000792,Gold Loan,4745764,9.05,84,76475.45,2023-02-05,2032-06-25,Defaulted
LOAN006394,CUST007072,Car Loan,3400731,10.53,12,299817.21,2018-09-04,2026-08-18,Active
LOAN006395,CUST001866,Education Loan,495967,13.31,36,16785.24,2020-02-05,2021-10-08,Closed
LOAN006396,CUST006065,Education Loan,352211,7.6,24,15865.37,2017-05-17,2034-06-03,Active
LOAN006397,CUST000338,Car Loan,4435787,14.24,240,55934.81,2021-03-13,2028-11-06,Closed
LOAN006398,CUST014693,Education Loan,3238439,8.58,12,282575.92,2025-06-19,2028-04-11,Closed
LOAN006399,CUST009420,Personal Loan,2360269,13.1,240,27820.65,2017-04-25,2030-06-13,Closed
LOAN006400,CUST002345,Gold Loan,156267,11.67,24,7331.97,2022-08-19,2031-06-07,Closed
LOAN006401,CUST004005,Gold Loan,1450027,9.03,84,23351.68,2019-02-28,2038-09-08,Active
LOAN006402,CUST016311,Home Loan,2509792,14.44,120,39635.36,2020-04-01,2031-12-30,Closed
LOAN006403,CUST010598,Gold Loan,4436317,11.91,36,147158.58,2020-11-20,2029-12-27,Defaulted
LOAN006404,CUST019937,Personal Loan,485001,13.87,180,6416.65,2025-04-25,2035-06-07,Active
LOAN006405,CUST016838,Home Loan,4312700,9.58,36,138309.84,2020-01-31,2032-05-18,Active
LOAN006406,CUST005707,Car Loan,542488,11.14,36,17796.35,2017-05-20,2039-03-09,Closed
LOAN006407,CUST008940,Personal Loan,1585857,12.25,120,22982.22,2021-12-07,2041-03-20,Defaulted
LOAN006408,CUST008132,Education Loan,1521223,10.11,120,20195.85,2023-04-29,2026-04-17,Closed
LOAN006409,CUST010494,Car Loan,4729770,8.58,60,97220.94,2023-07-07,2041-04-22,Defaulted
LOAN006410,CUST006869,Education Loan,4243933,10.59,180,47149.46,2021-10-13,2023-05-14,Closed
LOAN006411,CUST012413,Car Loan,3542020,7.71,36,110520.78,2020-03-14,2032-12-10,Closed
LOAN006412,CUST006833,Education Loan,4640624,13.43,84,85510.69,2025-05-22,2035-09-18,Active
LOAN006413,CUST016503,Gold Loan,694208,12.06,24,32698.24,2019-08-02,2033-11-07,Closed
LOAN006414,CUST016540,Education Loan,1429352,8.96,180,14463.45,2020-11-03,2043-07-21,Defaulted
LOAN006415,CUST018000,Home Loan,3023622,10.56,12,266612.56,2021-07-28,2032-03-23,Defaulted
LOAN006416,CUST016557,Gold Loan,500027,12.31,120,7263.83,2023-04-07,2038-10-26,Closed
LOAN006417,CUST000034,Personal Loan,3476793,13.23,84,63685.24,2021-10-28,2044-11-10,Closed
LOAN006418,CUST001077,Car Loan,2224105,8.22,12,193697.71,2017-02-19,2037-08-09,Closed
LOAN006419,CUST000312,Personal Loan,4391431,13.55,120,67001.04,2025-07-22,2042-07-06,Active
LOAN006420,CUST018813,Gold Loan,1876539,7.78,12,163046.36,2020-04-25,2041-07-06,Active
LOAN006421,CUST016401,Home Loan,1314152,8.32,84,20692.79,2019-04-06,2039-01-11,Defaulted
LOAN006422,CUST009193,Home Loan,3551077,11.15,60,77474.93,2020-08-29,2027-10-06,Closed
LOAN006423,CUST012512,Home Loan,4075872,10.35,60,87303.83,2024-01-30,2027-12-09,Defaulted
LOAN006424,CUST005400,Gold Loan,2909641,13.11,60,66367.23,2024-03-14,2031-09-09,Defaulted
LOAN006425,CUST009955,Gold Loan,4454786,9.51,36,142720.76,2023-01-10,2026-05-24,Defaulted
LOAN006426,CUST009832,Personal Loan,2586084,10.5,84,43603.12,2020-07-22,2035-06-30,Active
LOAN006427,CUST015045,Gold Loan,1024375,12.84,12,91417.51,2023-11-27,2046-05-26,Active
LOAN006428,CUST015363,Home Loan,4093283,14.22,84,77206.49,2019-12-02,2045-07-07,Closed
LOAN006429,CUST012311,Home Loan,2819136,12.64,60,63625.67,2023-03-22,2030-04-11,Defaulted
LOAN006430,CUST000240,Personal Loan,737310,11.53,120,10378.9,2022-03-01,2031-11-22,Defaulted
LOAN006431,CUST005159,Gold Loan,3093781,7.51,60,62007.73,2018-12-14,2019-11-23,Defaulted
LOAN006432,CUST013294,Car Loan,785892,10.09,24,36297.58,2021-03-22,2033-06-22,Closed
LOAN006433,CUST000473,Home Loan,4399496,10.6,60,94780.42,2017-07-23,2036-04-27,Closed
LOAN006434,CUST012661,Gold Loan,3355730,9.99,60,71282.83,2017-12-25,2023-10-09,Defaulted
LOAN006435,CUST017089,Personal Loan,1274866,13.08,36,43004.41,2024-01-27,2034-09-02,Defaulted
LOAN006436,CUST005887,Gold Loan,465055,7.84,36,14538.83,2017-11-08,2023-12-21,Defaulted
LOAN006437,CUST012121,Car Loan,4337238,9.15,120,55295.01,2019-12-15,2045-06-22,Defaulted
LOAN006438,CUST005271,Education Loan,3268588,8.01,240,27360.13,2023-06-10,2028-04-08,Active
LOAN006439,CUST001746,Education Loan,238872,9.09,24,10922.67,2019-05-03,2037-08-31,Active
LOAN006440,CUST014636,Gold Loan,3567095,8.44,12,311022.15,2021-01-11,2033-09-01,Active
LOAN006441,CUST013035,Home Loan,452198,13.91,120,6996.67,2025-05-03,2038-08-16,Closed
LOAN006442,CUST004257,Personal Loan,4148642,10.12,24,191668.64,2017-09-11,2045-11-11,Closed
LOAN006443,CUST005281,Personal Loan,4765122,9.63,60,100379.43,2020-12-09,2024-01-02,Closed
LOAN006444,CUST012638,Car Loan,3486303,10.88,60,75592.2,2022-02-24,2045-05-20,Closed
LOAN006445,CUST012895,Personal Loan,2036422,8.56,84,32311.24,2022-11-01,2044-01-24,Active
LOAN006446,CUST014779,Personal Loan,1383346,14.07,12,124252.22,2022-12-17,2042-01-27,Defaulted
LOAN006447,CUST001025,Personal Loan,3375021,13.8,180,44493.96,2018-07-02,2040-07-17,Defaulted
LOAN006448,CUST004719,Home Loan,2763441,10.29,84,46291.53,2022-06-02,2033-08-30,Closed
LOAN006449,CUST016057,Gold Loan,2164567,8.28,84,34040.15,2018-08-27,2034-12-31,Defaulted
LOAN006450,CUST015833,Gold Loan,2435560,14.33,24,117318.31,2022-07-24,2045-04-08,Defaulted
LOAN006451,CUST002907,Car Loan,1967728,12.89,24,93447.74,2022-06-22,2038-12-20,Active
LOAN006452,CUST011921,Gold Loan,3570512,13.66,24,170857.64,2017-04-20,2037-07-12,Active
LOAN006453,CUST016349,Personal Loan,4228636,13.15,60,96539.48,2022-08-30,2045-11-21,Closed
LOAN006454,CUST014745,Gold Loan,122053,8.3,84,1920.64,2020-03-15,2020-10-12,Defaulted
LOAN006455,CUST001704,Personal Loan,3652517,8.13,60,74287.33,2018-09-09,2036-03-27,Closed
LOAN006456,CUST014592,Education Loan,4470038,8.19,240,37919.48,2019-08-03,2026-04-09,Active
LOAN006457,CUST006349,Personal Loan,224363,10.63,84,3798.13,2021-07-10,2023-06-18,Active
LOAN006458,CUST003744,Personal Loan,1351237,12.24,240,15104.99,2022-06-07,2023-01-19,Closed
LOAN006459,CUST007697,Home Loan,3868425,11.82,120,55098.88,2023-01-16,2043-03-14,Active
LOAN006460,CUST008542,Home Loan,3837926,12.77,60,86873.4,2022-03-21,2030-10-22,Defaulted
LOAN006461,CUST018837,Car Loan,1953528,11.65,120,27633.62,2024-11-08,2026-11-25,Closed
LOAN006462,CUST009055,Gold Loan,1901714,10.52,180,21045.11,2020-02-06,2027-04-20,Closed
LOAN006463,CUST017944,Home Loan,3283192,7.91,24,148355.15,2019-08-24,2040-09-21,Active
LOAN006464,CUST004204,Home Loan,3820656,10.47,84,64359.1,2023-09-22,2028-01-15,Active
LOAN006465,CUST012547,Car Loan,2073261,12.18,120,29961.4,2017-07-23,2038-01-04,Closed
LOAN006466,CUST018834,Home Loan,2345698,8.63,240,20549.92,2018-11-13,2026-07-25,Defaulted
LOAN006467,CUST018052,Car Loan,295145,11.89,60,6548.94,2022-01-16,2037-03-05,Active
LOAN006468,CUST006804,Education Loan,3764576,12.63,36,126173.58,2021-09-06,2022-11-22,Defaulted
LOAN006469,CUST011251,Car Loan,1354239,11.72,84,23703.71,2019-04-05,2035-12-13,Closed
LOAN006470,CUST008397,Gold Loan,1113944,9.42,12,97633.14,2022-11-06,2043-07-10,Active
LOAN006471,CUST008806,Personal Loan,2806931,14.11,84,52772.63,2024-11-04,2026-10-10,Active
LOAN006472,CUST011961,Car Loan,3651736,8.77,84,58327.71,2020-11-09,2046-06-16,Active
LOAN006473,CUST011431,Gold Loan,4903601,9.2,60,102267.33,2018-11-04,2035-08-12,Closed
LOAN006474,CUST012930,Education Loan,4683803,10.46,120,63096.03,2024-01-15,2028-04-16,Closed
LOAN006475,CUST009398,Education Loan,3267502,11.38,12,289366.74,2016-09-07,2038-05-13,Closed
LOAN006476,CUST006724,Car Loan,1171270,11.36,120,16373.85,2018-05-13,2029-03-29,Defaulted
LOAN006477,CUST018112,Education Loan,4496550,7.9,84,69860.38,2020-03-27,2026-10-14,Closed
LOAN006478,CUST012172,Personal Loan,3057996,14.31,36,104976.07,2022-09-04,2031-09-14,Closed
LOAN006479,CUST002358,Education Loan,4504876,13.64,120,68973.81,2018-03-27,2038-08-20,Active
LOAN006480,CUST004665,Personal Loan,2340451,12.63,120,34436.54,2023-11-02,2034-12-13,Active
LOAN006481,CUST008238,Personal Loan,1004110,14.22,36,34425.49,2017-01-22,2019-11-23,Closed
LOAN006482,CUST019921,Gold Loan,539044,9.44,24,24735.05,2024-10-03,2041-07-23,Defaulted
LOAN006483,CUST012777,Personal Loan,1052866,10.61,36,34275.35,2024-03-05,2038-04-09,Closed
LOAN006484,CUST004128,Education Loan,4023336,10.95,84,68783.59,2016-12-18,2044-10-14,Active
LOAN006485,CUST007463,Car Loan,4800312,12.06,12,426636.66,2023-02-09,2045-09-03,Closed
LOAN006486,CUST016288,Gold Loan,1244892,12.93,180,15693.6,2020-01-16,2044-05-04,Active
LOAN006487,CUST014629,Home Loan,532724,10.47,24,24698.23,2024-12-21,2033-12-27,Closed
LOAN006488,CUST005708,Education Loan,2876587,13.75,24,137773.74,2019-03-01,2032-05-15,Active
LOAN006489,CUST009407,Education Loan,3790025,10.3,120,50717.2,2023-12-07,2035-01-13,Defaulted
LOAN006490,CUST016216,Education Loan,4063132,11.82,36,134605.08,2017-10-20,2029-04-23,Closed
LOAN006491,CUST002125,Home Loan,1411163,9.71,12,123873.4,2021-03-25,2043-02-25,Closed
LOAN006492,CUST012762,Personal Loan,4516140,8.61,120,56259.71,2017-02-24,2022-12-28,Active
LOAN006493,CUST005660,Home Loan,3411783,10.73,60,73721.86,2023-02-23,2037-08-11,Active
LOAN006494,CUST006959,Education Loan,2858865,13.82,60,66254.3,2016-08-06,2024-10-14,Defaulted
LOAN006495,CUST003977,Personal Loan,563244,8.86,60,11653.79,2016-08-31,2041-09-15,Defaulted
LOAN006496,CUST000733,Education Loan,3199975,11.79,36,105964.29,2021-02-09,2028-10-16,Defaulted
LOAN006497,CUST012037,Education Loan,4523205,7.54,120,53785.72,2024-03-12,2046-03-23,Closed
LOAN006498,CUST005197,Education Loan,669959,14.35,36,23011.66,2022-07-17,2041-10-14,Closed
LOAN006499,CUST013318,Personal Loan,4305559,11.86,240,46988.35,2024-05-21,2031-02-18,Closed
LOAN006500,CUST003764,Personal Loan,4766272,11.79,60,105517.99,2020-02-22,2035-09-16,Closed
LOAN006501,CUST000080,Gold Loan,3503403,14.38,180,47554.09,2024-03-26,2027-07-07,Closed
LOAN006502,CUST004562,Home Loan,3680353,14.1,240,46033.5,2018-06-30,2021-10-25,Closed
LOAN006503,CUST002332,Gold Loan,1071080,8.05,240,8992.3,2020-11-22,2036-09-16,Active
LOAN006504,CUST004507,Gold Loan,592325,8.14,180,5708.54,2021-11-24,2031-04-02,Defaulted
LOAN006505,CUST019712,Education Loan,2822272,11.27,12,249792.66,2023-01-20,2026-02-08,Active
LOAN006506,CUST000334,Car Loan,284570,11.08,120,3932.85,2019-09-06,2020-08-25,Defaulted
LOAN006507,CUST010541,Home Loan,2436926,10.08,36,78724.31,2022-03-18,2023-06-12,Defaulted
LOAN006508,CUST005181,Personal Loan,4656851,7.88,84,72304.58,2025-04-17,2038-07-28,Closed
LOAN006509,CUST015471,Home Loan,2351117,10.32,12,207050.62,2018-04-29,2035-07-19,Defaulted
LOAN006510,CUST018126,Home Loan,2922284,13.55,180,38037.78,2017-09-26,2021-09-04,Active
LOAN006511,CUST019396,Personal Loan,3844244,10.74,12,339294.62,2020-08-13,2028-08-04,Active
LOAN006512,CUST017094,Gold Loan,4604681,8.75,84,73502.19,2021-09-26,2037-08-11,Defaulted
LOAN006513,CUST010266,Gold Loan,4104228,9.62,24,188670.27,2021-09-14,2036-06-17,Defaulted
LOAN006514,CUST002189,Personal Loan,738071,11.46,12,65390.41,2018-09-03,2031-02-09,Active
LOAN006515,CUST018563,Personal Loan,3004336,12.07,84,53147.27,2020-05-30,2026-09-04,Closed
LOAN006516,CUST009956,Home Loan,4027809,12.39,240,45449.61,2018-07-29,2026-01-09,Active
LOAN006517,CUST010008,Car Loan,2909657,13.85,120,44915.16,2019-12-24,2034-10-16,Closed
LOAN006518,CUST006178,Gold Loan,441318,9.94,12,38786.55,2019-08-27,2027-06-06,Active
LOAN006519,CUST019592,Home Loan,1970084,9.85,36,63430.42,2023-02-03,2032-01-19,Active
LOAN006520,CUST015069,Gold Loan,1687495,11.87,24,79333.84,2021-03-06,2029-03-01,Active
LOAN006521,CUST009246,Gold Loan,3285966,11.15,24,153380.71,2022-03-21,2041-02-08,Active
LOAN006522,CUST004290,Gold Loan,2225340,7.66,240,18145.53,2024-06-12,2029-01-01,Closed
LOAN006523,CUST011039,Personal Loan,2009243,8.59,24,91414.24,2025-04-03,2030-10-05,Closed
LOAN006524,CUST017087,Home Loan,4525314,13.66,240,55159.25,2019-03-24,2035-01-14,Active
LOAN006525,CUST011385,Home Loan,4186417,13.29,60,95876.49,2020-07-19,2024-01-19,Closed
LOAN006526,CUST012136,Education Loan,1799240,13.92,180,23864.59,2022-05-15,2030-03-10,Active
LOAN006527,CUST005401,Education Loan,4755196,13.13,120,71365.26,2018-04-06,2028-08-02,Active
LOAN006528,CUST000215,Home Loan,395093,9.9,84,6538.62,2021-06-26,2036-04-27,Closed
LOAN006529,CUST012900,Gold Loan,417522,13.46,180,5409.66,2023-05-20,2038-04-30,Closed
LOAN006530,CUST015806,Education Loan,1664906,7.96,180,15872.29,2024-07-17,2044-08-06,Defaulted
LOAN006531,CUST015773,Gold Loan,941584,9.93,240,9042.86,2019-01-09,2025-09-15,Closed
LOAN006532,CUST018702,Home Loan,832782,12.34,36,27795.71,2016-09-26,2034-06-21,Defaulted
LOAN006533,CUST016980,Car Loan,405966,8.19,36,12757.11,2024-10-19,2035-10-07,Active
LOAN006534,CUST019453,Personal Loan,1078869,9.17,12,94433.76,2024-09-27,2046-05-08,Active
LOAN006535,CUST003155,Personal Loan,364718,11.05,240,3777.0,2020-03-31,2021-08-25,Defaulted
LOAN006536,CUST008199,Car Loan,4495607,10.53,180,49778.04,2024-08-08,2037-06-21,Defaulted
LOAN006537,CUST008766,Car Loan,2077833,8.93,36,66006.86,2020-04-17,2034-11-04,Closed
LOAN006538,CUST005050,Education Loan,3019800,10.63,60,65101.92,2020-07-05,2043-08-25,Closed
LOAN006539,CUST000107,Home Loan,2952644,12.68,240,33921.58,2024-05-22,2035-01-30,Closed
LOAN006540,CUST008441,Home Loan,4032351,9.84,120,52931.19,2019-11-09,2025-07-26,Defaulted
LOAN006541,CUST012935,Car Loan,3350735,10.39,240,33205.85,2017-02-19,2044-10-29,Defaulted
LOAN006542,CUST003405,Gold Loan,3948021,10.13,240,38439.93,2023-11-20,2024-02-13,Closed
LOAN006543,CUST005640,Personal Loan,2085917,12.37,24,98552.16,2022-07-21,2036-08-24,Active
LOAN006544,CUST007475,Home Loan,1184298,9.09,120,15059.93,2021-12-14,2042-08-02,Defaulted
LOAN006545,CUST008285,Car Loan,3378046,12.75,36,113413.38,2018-02-03,2036-09-16,Defaulted
LOAN006546,CUST006603,Home Loan,4001937,13.77,12,358889.44,2022-11-09,2039-01-09,Closed
LOAN006547,CUST006526,Car Loan,3257610,9.37,240,30089.19,2017-01-04,2030-03-11,Defaulted
LOAN006548,CUST007803,Gold Loan,4342599,14.41,240,55299.01,2023-10-07,2033-10-09,Closed
LOAN006549,CUST006388,Home Loan,1414718,11.15,60,30865.33,2021-08-05,2033-07-24,Defaulted
LOAN006550,CUST011918,Home Loan,930860,7.93,240,7745.58,2022-02-05,2043-07-28,Defaulted
LOAN006551,CUST005097,Gold Loan,1314906,14.17,12,118166.82,2025-04-17,2043-05-17,Defaulted
LOAN006552,CUST012919,Car Loan,1749027,12.93,120,26042.69,2018-09-01,2044-11-23,Closed
LOAN006553,CUST019578,Car Loan,2377793,10.73,240,24107.89,2022-05-08,2034-10-27,Active
LOAN006554,CUST001529,Home Loan,626282,11.42,60,13748.43,2019-03-04,2026-03-19,Active
LOAN006555,CUST016757,Home Loan,1808655,11.85,12,160569.92,2024-12-03,2039-09-20,Defaulted
LOAN006556,CUST006947,Personal Loan,4312497,7.77,12,374678.89,2021-07-05,2046-07-11,Closed
